Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,x1stFlrSF,x2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,x3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
662,535382100,4.2626798770413155,RL,4.110873864173311,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.329720905522696,6.329720905522696,GasA,Ex,Y,SBrkr,6.836259277277067,6.634633357861686,0.0,7.43307534889858,0,0,2,0,4,1,Gd,5,Typ,0,NA,Detchd,2008,Unf,2,624,TA,TA,Y,0.0,0.0,4.727387818712341,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD ,Normal,156500
663,535383060,3.4339872044851463,RL,4.51085950651685,8.594339400592892,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,6.0330862217988015,6.0330862217988015,GasA,Gd,N,FuseA,6.396929655216146,0.0,0.0,6.396929655216146,1,0,1,0,2,1,Gd,4,Typ,0,NA,NA,1895,NA,0,0,NA,NA,N,0.0,4.406719247264253,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD ,Normal,59000
664,535383070,3.9318256327243257,RL,4.51085950651685,8.594339400592892,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,Fa,TA,PConc,TA,TA,No,ALQ,5.755742213586912,Rec,4.663439094112067,6.042632833682381,6.734591659972948,GasA,Ex,Y,SBrkr,6.734591659972948,6.282266746896006,0.0,7.226209010100671,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1967,Fin,1,338,TA,TA,Y,0.0,0.0,5.293304824724492,0.0,0.0,0.0,NA,NA,NA,0.0,10,2009,WD ,Normal,105000
665,535383110,3.4339872044851463,RL,4.110873864173311,9.287394001418473,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.580639137284949,6.580639137284949,GasA,TA,N,SBrkr,6.741700694652055,0.0,0.0,6.741700694652055,0,0,1,0,2,1,Gd,4,Typ,0,NA,Detchd,1980,Fin,2,576,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD ,Normal,106000
666,535383120,3.4339872044851463,RL,4.110873864173311,9.287394001418473,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.447305862541213,6.447305862541213,GasA,TA,Y,FuseA,6.587550014824796,0.0,0.0,6.587550014824796,0,0,1,1,1,1,TA,4,Typ,0,NA,Detchd,1959,Unf,1,320,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2009,WD ,Normal,78500
667,535402010,4.51085950651685,RL,4.406719247264253,9.176990392294629,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,6.175867270105761,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.130098510125578,7.130098510125578,GasA,TA,Y,SBrkr,7.130098510125578,7.167809184316444,0.0,7.841885928984623,0,0,2,2,6,2,TA,12,Typ,0,NA,Attchd,1969,RFn,3,907,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD ,Normal,190000
668,535402090,3.044522437723423,RL,4.430816798843313,9.224637676677007,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.69035945432406,TA,TA,CBlock,TA,TA,No,Rec,5.953243334287785,Unf,0.0,6.904750769961838,7.2305631534092925,GasA,Fa,Y,SBrkr,7.2305631534092925,0.0,0.0,7.2305631534092925,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1963,Unf,1,364,TA,TA,Y,0.0,0.0,0.0,0.0,5.37989735354046,0.0,NA,GdWo,NA,0.0,6,2009,WD ,Normal,154000
669,535402270,3.044522437723423,RL,4.356708826689592,9.350189267092581,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,6.771935555839602,Rec,4.110873864173311,4.6913478822291435,6.947937068614969,GasA,Gd,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,1,0,1,0,3,1,TA,6,Min1,1,Po,Attchd,1967,RFn,2,480,TA,TA,Y,0.0,0.0,5.056245805348308,0.0,0.0,0.0,NA,MnPrv,NA,0.0,5,2009,WD ,Normal,163000
670,535402330,4.51085950651685,RL,4.5217885770490405,9.362546304865514,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.910796644040527,TA,TA,CBlock,TA,TA,No,LwQ,6.2166061010848646,Unf,0.0,6.618738983517219,7.130098510125578,GasA,TA,Y,SBrkr,7.199678345691172,7.167809184316444,0.0,7.876638460975463,1,1,2,2,6,2,TA,12,Typ,0,NA,Detchd,1969,Unf,4,968,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD ,Normal,200000
671,535403190,3.044522437723423,RL,4.143134726391533,8.988570876215118,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,6.61472560020376,Unf,0.0,5.332718793265369,6.858565034791365,GasA,Gd,Y,SBrkr,6.858565034791365,0.0,0.0,6.858565034791365,1,0,1,0,2,1,Gd,6,Typ,0,NA,Detchd,1985,Unf,2,480,TA,TA,Y,0.0,0.0,3.7612001156935624,0.0,0.0,0.0,NA,NA,Shed,6.111467339502679,9,2009,WD ,Normal,143500
672,535403210,3.044522437723423,RL,4.51085950651685,9.254835611862735,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,4.969813299576001,TA,TA,CBlock,TA,TA,No,Rec,6.304448802421981,Unf,0.0,6.327936783729195,7.00850518208228,GasA,Gd,Y,FuseA,7.00850518208228,0.0,0.0,7.00850518208228,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1957,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2009,WD ,Normal,135000
673,535403280,3.044522437723423,RL,4.174387269895637,9.072571442231286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,6.7580945044277305,Unf,0.0,4.890349128221754,6.900730664045173,GasA,TA,Y,SBrkr,7.175489713624222,0.0,0.0,7.175489713624222,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1968,Unf,1,756,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2009,WD ,Normal,153000
674,535425070,3.044522437723423,RL,4.574710978503383,9.77571099759397,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3.4339872044851463,TA,TA,CBlock,TA,TA,No,BLQ,7.147559271189454,Unf,0.0,5.342334251964811,7.2991214627108,GasA,Ex,Y,FuseA,7.2991214627108,0.0,0.0,7.2991214627108,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1960,Unf,2,498,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12,2009,WD ,Normal,157500
675,535426150,3.044522437723423,RL,4.394449154672439,9.105090961257085,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,4.418840607796598,TA,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,0.0,5.081404364984463,5.081404364984463,GasA,Fa,Y,SBrkr,7.04141166379481,0.0,0.0,7.04141166379481,0,0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958,RFn,1,384,TA,TA,Y,0.0,3.367295829986474,4.174387269895637,0.0,0.0,0.0,NA,NA,NA,0.0,4,2009,WD ,Normal,113500
676,535450070,3.713572066704308,RL,4.110873864173311,9.404672841436273,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,5.929589143389895,Unf,0.0,6.126869184114185,6.725033642166843,GasA,Gd,Y,SBrkr,6.9440872082295275,0.0,5.4510384535657,7.1459844677143876,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,288,TA,TA,Y,0.0,3.367295829986474,0.0,0.0,0.0,0.0,NA,NA,Othr,0.0,9,2009,WD ,Normal,133000
677,535450160,4.51085950651685,RL,4.110873864173311,9.053101595549691,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Wall,Fa,N,FuseA,6.947937068614969,0.0,0.0,6.947937068614969,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1987,Unf,2,400,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD ,Normal,92900
678,535450200,3.9318256327243257,RL,4.110873864173311,8.99528899055931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,6.432940092739179,Unf,0.0,5.1647859739235145,6.679599185844383,GasA,Gd,N,SBrkr,6.641182169740591,5.910796644040527,0.0,7.033506484287697,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1989,Unf,2,900,TA,TA,Y,0.0,0.0,0.0,0.0,5.44673737166631,0.0,NA,NA,NA,0.0,12,2009,COD,Abnorml,128500
679,535451170,4.51085950651685,RL,4.110873864173311,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Wall,Fa,N,FuseF,6.947937068614969,0.0,0.0,6.947937068614969,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1956,Unf,2,420,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD ,Normal,90000
680,535451250,3.9318256327243257,RL,4.110873864173311,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.198497031265826,BLQ,5.8664680569332965,6.517671272912275,7.097548850614793,GasA,Gd,Y,FuseA,7.036148493750536,6.645090969505644,0.0,7.552237287560802,1,0,1,1,3,1,TA,7,Min1,0,NA,Attchd,1950,Unf,1,240,TA,TA,Y,0.0,0.0,5.1298987149230735,0.0,0.0,0.0,NA,GdPrv,NA,0.0,5,2009,WD ,Normal,138000
681,535452090,3.044522437723423,RL,4.276666119016055,8.902591637374087,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.948897222313312,6.948897222313312,GasA,Gd,Y,SBrkr,6.948897222313312,0.0,0.0,6.948897222313312,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1958,RFn,1,294,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,3,2009,WD ,Normal,128000
682,535452100,3.044522437723423,RL,4.2626798770413155,8.93075873555827,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.22455842927536,Unf,0.0,6.26530121273771,6.937314081223682,GasA,TA,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0,0,1,0,3,1,TA,6,Min1,0,NA,Attchd,1958,Unf,1,294,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,5,2009,COD,Abnorml,139000
683,535452140,3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,6.447305862541213,BLQ,4.634728988229636,0.0,6.597145701886651,GasA,TA,Y,SBrkr,6.597145701886651,0.0,0.0,6.597145701886651,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1952,Unf,1,240,TA,TA,Y,0.0,4.23410650459726,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9,2009,WD ,Normal,118900
684,535453100,4.394449154672439,RL,4.394449154672439,8.987321812850125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,6.073044534100405,Rec,4.564348191467836,0.0,6.270988431858299,GasA,TA,Y,SBrkr,7.076653815443951,0.0,0.0,7.076653815443951,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,288,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,GdWo,NA,0.0,7,2009,WD ,Normal,138000
685,535453200,3.044522437723423,RL,4.2626798770413155,8.978660489639687,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,7.046647277848756,Unf,0.0,0.0,7.046647277848756,GasA,TA,Y,SBrkr,7.046647277848756,0.0,0.0,7.046647277848756,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,Unf,1,672,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,7,2009,WD ,Normal,132500
686,535454100,3.9318256327243257,RL,4.110873864173311,9.287394001418473,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.725033642166843,6.725033642166843,GasA,TA,Y,FuseF,6.725033642166843,6.4457198193855785,0.0,7.2875606403097235,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,1949,Unf,1,384,TA,TA,Y,0.0,5.3230099791384085,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD ,Normal,133500
687,535454160,3.9318256327243257,RL,4.110873864173311,8.99528899055931,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,4.795790545596741,Unf,0.0,6.61338421837956,6.762729506931879,GasA,TA,Y,SBrkr,6.970730078143525,0.0,6.068425588244111,7.310550158534422,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1994,Unf,2,576,TA,TA,Y,5.198497031265826,3.6109179126442243,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,COD,Abnorml,135000
688,535475010,4.110873864173311,RL,4.343805421853684,8.932080438103307,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.042632833682381,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.660575149839686,6.660575149839686,GasA,TA,Y,SBrkr,6.901737206656574,6.70196036600254,0.0,7.499423290592229,0,0,1,1,4,1,TA,8,Typ,0,NA,Attchd,1964,Unf,2,483,TA,TA,Y,0.0,4.02535169073515,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2009,WD ,Normal,144750
689,535476110,4.51085950651685,RL,4.330733340286331,9.06009870864564,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,4.8283137373023015,TA,Gd,CBlock,Gd,TA,Av,GLQ,6.848005274576363,Unf,0.0,0.0,6.848005274576363,GasA,Gd,Y,SBrkr,6.848005274576363,0.0,0.0,6.848005274576363,1,0,1,0,2,1,Gd,4,Typ,0,NA,Attchd,1978,Unf,2,564,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11,2009,WD ,Normal,145000
690,535476240,3.044522437723423,RL,4.394449154672439,8.979290649090876,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.717804695023691,Unf,0.0,5.393627546352362,6.952728644624869,GasA,TA,Y,SBrkr,6.952728644624869,0.0,0.0,6.952728644624869,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,264,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2009,WD ,Normal,127000
691,535477150,3.044522437723423,RL,4.110873864173311,8.79497643168877,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.796823718274855,6.796823718274855,GasA,Gd,N,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD ,Normal,109500
692,902101010,3.9318256327243257,RM,3.828641396489095,8.281723990411392,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.150602768446279,Unf,0.0,5.860786223465865,6.70808408385307,GasA,TA,Y,SBrkr,6.70808408385307,6.008813185442595,0.0,7.110696122978827,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,210,TA,TA,N,0.0,0.0,4.762173934797756,0.0,0.0,0.0,NA,NA,NA,0.0,12,2009,WD ,Normal,115000
693,902102080,3.9318256327243257,RM,4.110873864173311,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.089044875446846,6.089044875446846,GasA,Gd,Y,SBrkr,6.52649485957079,6.3080984415095305,0.0,7.115582126184454,0,0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,2,440,TA,TA,Y,4.31748811353631,0.0,4.859812404361672,0.0,0.0,0.0,NA,MnPrv,NA,0.0,5,2009,WD ,Normal,110000
694,902103100,3.9318256327243257,RM,4.23410650459726,8.314097335405807,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.804614520062624,6.804614520062624,GasA,Gd,Y,SBrkr,6.759255270663693,6.249975242259483,0.0,7.229113877793302,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1920,Unf,1,162,Fa,Fa,P,4.007333185232471,0.0,3.713572066704308,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD ,Normal,128900
695,902103120,4.51085950651685,RM,4.060443010546419,9.240675571772256,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,6.452048954437226,Unf,0.0,5.8289456176102075,6.880384082186005,GasA,Gd,N,FuseA,6.880384082186005,6.880384082186005,0.0,7.573017256052546,1,0,2,0,4,2,TA,12,Typ,0,NA,Detchd,1920,Unf,2,324,Fa,TA,N,0.0,3.367295829986474,5.135798437050262,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD ,Normal,103500
696,902103170,3.9318256327243257,RM,3.970291913552122,8.651898894268529,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.517671272912275,6.517671272912275,GasA,Ex,Y,SBrkr,6.517671272912275,6.1224928095143865,0.0,7.0317412587631285,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1941,Unf,1,200,TA,TA,Y,3.295836866004329,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD ,Abnorml,66500
697,902105050,3.9318256327243257,RM,4.51085950651685,9.658928824466434,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,5.484796933490655,5.484796933490655,GasA,TA,Y,SBrkr,6.698268054115413,6.208590026096629,0.0,7.175489713624222,0,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,1959,Unf,2,472,Fa,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,7,2009,WD ,Normal,130000
698,902105060,4.2626798770413155,RM,4.51085950651685,9.200391041122515,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.22455842927536,6.22455842927536,GasA,Ex,Y,SBrkr,6.639875833826536,6.55250788703459,0.0,7.289610521451167,0,0,2,0,3,1,TA,7,Typ,0,NA,NA,1895,NA,0,0,NA,NA,N,0.0,0.0,5.176149732573829,0.0,0.0,0.0,NA,NA,NA,0.0,3,2009,WD ,Normal,129000
699,902106010,4.2626798770413155,RM,4.060443010546419,8.765146421639022,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,6.045005314036012,Unf,0.0,5.598421958998375,6.53813982376767,GasA,TA,Y,FuseA,6.767343125265392,6.53813982376767,0.0,7.351799869057777,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1939,Unf,2,400,TA,TA,Y,0.0,3.6109179126442243,0.0,0.0,5.209486152841421,0.0,NA,MnPrv,NA,0.0,10,2009,WD ,Normal,150000
700,902106060,4.2626798770413155,RM,4.110873864173311,8.79497643168877,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,0.0,6.902742737158593,6.902742737158593,GasA,TA,N,SBrkr,7.229113877793302,6.902742737158593,0.0,7.771910256435763,0,0,2,0,4,2,TA,11,Min2,0,NA,Attchd,1985,RFn,1,432,TA,TA,Y,0.0,5.662960480135946,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12,2009,WD ,Normal,107500
701,902109130,5.25227342804663,RM,4.1588830833596715,8.93958096672031,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,TA,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,6.398594934535208,6.398594934535208,GasA,Gd,N,SBrkr,7.004881989712859,6.398594934535208,0.0,7.43955930913332,0,0,2,0,4,2,Fa,8,Typ,0,NA,NA,1895,NA,0,0,NA,NA,N,0.0,0.0,5.003946305945459,0.0,0.0,0.0,NA,NA,NA,0.0,10,2009,WD ,Normal,94550
